0.65731937	-0.36277702	-0.7776307	1.1524303	-0.14969136	-0.36214283	-0.090599775	-0.53877777	-0.16031244	0.6086058	0.32981697	-0.015695896	-0.23417632	-0.06509892	0.15680116	0.2465022
0.4622896	-0.5852388	-0.9781712	1.2869693	-0.2327088	-0.45841748	-0.06857312	-0.63029	-0.36566335	0.33827323	0.12812456	-0.12129241	0.28388363	0.21438795	0.12709187	-0.11338417
0.14242487	0.20482671	-0.6484133	0.97913975	-1.2269628	-0.2832787	0.023952125	-1.3094674	0.70668006	0.28283215	0.292525	-0.1906597	0.5058213	0.6625348	0.35998952	-0.26375666
0.04663448	-0.19219914	0.62823474	1.2036742	0.19646206	-1.2298898	-0.33161798	-1.3640027	-0.8573019	0.88556796	0.43061587	0.5621658	0.034908816	0.28951833	0.43654737	0.3811777
0.8433202	0.15255009	0.018774461	0.5686449	0.14762418	-0.37834066	0.20544736	-1.6317658	0.12483451	0.4050176	0.44317108	0.06008096	0.27892542	-0.2137215	0.7546437	0.23281603
-0.51981676	0.34265494	-0.37427494	1.5695852	0.8164211	-0.50363415	-0.024122326	0.12563582	0.6495386	0.7664555	0.34402338	0.09788629	1.1421959	-0.93474394	-0.002015463	0.29941645
0.55018216	-0.29622206	-0.8783853	0.7250864	0.089257926	-0.5146407	-8.110539e-06	-1.0949382	-0.083243944	-0.086164564	0.042063423	-0.23270169	-0.11606328	-0.6165459	0.41831565	0.034337968
0.016647823	-0.8840967	-1.2753433	1.0292702	-1.2402115	-0.7285967	-0.06589441	-0.77518266	0.6736437	0.14710571	-0.23013072	-0.039382193	0.5045617	0.21806091	-0.012118083	0.14400163
1.327918	1.9003545	-0.49811077	0.89048815	-1.0844958	-0.055542015	0.8670154	-1.0668005	-0.3087458	0.048078194	-0.13986029	0.6684616	0.11524056	-1.4971069	1.1506436	0.9430071
0.08800422	-0.8241561	-0.68572474	0.52440244	-0.030872054	-0.68173885	-0.45480153	-1.0088212	-0.3727909	-0.24003482	0.14117983	-0.17416781	0.35999444	-0.54861957	0.21722303	0.15623893
0.17953335	0.19024213	-0.72198385	0.031136652	-0.73507005	-0.28722602	0.5912599	-1.6052803	0.06049404	-0.008941274	-0.32028648	-0.7023055	-0.2728923	0.20864704	-0.032988545	0.52185285
0.41141316	-1.233259	0.79860574	2.2098677	0.05518261	-0.6672248	0.28967384	0.12535003	0.24419193	-0.7651026	-0.07364053	-0.45999795	-0.31313768	0.6450785	-0.24646917	0.5071748
-1.3618593	0.82435936	0.15287064	-0.4850155	0.54893917	-0.38601673	-0.3687694	-1.74023	-2.1857643	0.46600637	0.10868338	0.50203604	0.029060315	-0.4646938	-0.31181994	0.07098474
0.15893053	1.0085241	0.34039426	-0.43866602	0.3157188	-0.17612563	1.0622016	-1.8734682	-0.5342483	-0.20974348	0.31705296	-0.73334056	-0.6156978	-0.41297436	0.042818908	0.4908789
-0.80803585	-0.6121568	-0.17398837	1.0812142	-0.141027	-1.0358673	0.60124034	-0.09094916	0.06339564	0.48377097	-0.20792763	0.37001032	0.066138595	0.09627305	-0.8109582	0.2948478
-0.44681814	0.4266793	-0.48721832	0.21627204	-0.06825008	0.012408193	0.6284227	-1.159542	-0.39562967	-0.28424826	-0.62986225	0.12866114	-0.11818821	-1.1765164	0.67564756	-0.12799464
-0.86816657	-1.2805154	0.11004174	1.4418876	0.57508683	0.08381863	0.48042274	0.6742036	-0.24490547	0.41131288	-0.13339144	-0.45761853	-0.1830796	-0.5025867	0.43438536	-0.07311506
0.40840068	-1.3422487	0.517779	0.95655274	-0.124178864	-0.036357928	0.8813062	-0.32756808	0.32503608	-0.49983546	-0.5232147	-0.39869317	-0.62326115	0.17746551	0.31130272	0.33267134
-0.6541346	1.0991675	-1.3415403	0.17998858	-1.4451776	0.7050796	-0.3232313	-1.59516	0.71708715	-2.161045	-0.569797	0.0018040744	0.45812905	-0.38886586	0.8838578	0.6620545
-1.1269476	1.4109249	-0.76470846	-1.3640935	-1.117007	1.1173629	-0.9672576	-2.6688948	-1.865257	-1.6733029	0.02828389	-0.025368983	0.6004312	0.08211765	0.17110316	-0.39557913
-0.019829549	-1.1010276	1.113415	0.10739679	-0.06865466	-0.6134768	0.45131555	-0.4359999	-0.026378836	-0.23404431	-0.13773523	0.46782154	0.005765342	-0.55840003	0.03397405	0.17286487
-0.48940068	-0.2120199	-1.061395	0.21304597	-1.1357429	0.44053268	0.388238	0.05626474	1.0697429	-0.051267564	-0.58687913	-0.22132221	-0.21424544	-0.10933434	-0.5215261	0.5041558
0.93580616	0.5475876	1.0442353	0.79523695	0.0067700306	-0.28788102	1.1405255	0.77461284	0.24816447	-0.10250207	-0.45489675	1.4100398	-0.24906799	-1.8970146	-0.07360316	1.1160582
-0.6846142	0.67071605	0.93277997	-1.1808025	0.9499092	0.008285539	-0.4438795	0.28622994	-1.0832213	0.8552387	-0.27886894	0.0013434491	-0.42315003	-2.4671047	-0.33637315	0.85812473
-0.35222423	0.11182719	0.6221797	0.2698168	-1.4235841	0.36982358	-0.06386302	0.76307905	-0.6303114	0.83474576	0.23004022	0.29921848	0.3559723	-1.4641206	0.65282935	0.8120448
-0.4717207	0.13502128	-0.7080343	-0.33357927	-0.6865325	0.5133992	0.12920952	0.052177157	0.12964009	-0.07250523	0.16380408	-0.49212068	-1.0752835	-0.83921015	-0.19008784	1.114303
-1.4067667	-0.4932584	-0.8220731	0.34476346	0.034427762	0.32903636	-0.66341245	0.30842158	0.39814577	-0.58821523	0.23444791	-0.71646994	-0.4599119	-0.36080554	-0.2454135	0.44028687
-1.0188699	-0.8232028	-0.10077293	-0.0062311636	-0.71904993	0.8528552	-0.2053825	-0.023776228	-0.13517658	-0.56854695	0.21664582	0.1201381	-0.019414319	-0.16120139	0.014632315	0.30946767
-0.93506813	-1.025798	0.29895973	-0.13243861	-0.11255876	0.74604297	0.28626356	1.0418887	0.22572449	-0.84709775	-0.57189244	-0.5189734	-0.2257708	0.49783522	-1.5501778	0.3475065
-2.0415049	-0.70379496	0.21789166	-0.6727598	0.60017395	0.8591989	-0.5833855	0.91793317	-0.5700137	-0.6007759	-0.16439606	-0.5184118	-0.58676046	-0.0128923105	-1.5769141	0.12436017
-0.7059746	-0.18188289	1.5195445	-0.9816142	1.2399192	0.38423732	-0.06404444	0.8948026	-1.0468049	-0.1139307	-0.82500833	0.11962251	0.20449543	-1.2466753	-1.5301982	-0.1284736
0.44872153	0.24829766	1.8538655	-0.31715876	-0.07011413	0.72962767	1.31145	0.25220233	-0.026930584	-0.19976646	-0.15422608	0.79268754	0.060452115	-0.9409772	-0.17122015	0.4424947
-1.0160094	-1.1364747	0.45666018	0.5123539	0.52071255	0.54696685	0.7161719	1.7742742	-0.03857249	0.3010487	-0.3571352	1.1965374	0.5024514	-0.32837522	-1.145428	0.37395343
-0.7749031	-0.19185683	0.8702985	-0.2253827	-0.06421967	0.79425937	0.41730103	0.6412569	0.30297357	0.057829916	0.23260908	0.17875108	0.10421608	-0.4930072	-0.113795966	-0.12593298
-1.1571429	-0.19183727	0.3256588	0.13548593	-0.8896079	1.5595826	0.5409209	1.222647	0.6763401	0.22270638	-0.21650119	-0.5446511	0.0073792613	1.2017707	-1.3061087	0.10211785
-1.2109357	2.6929233	-0.28420886	-0.445903	-0.7308521	2.84228	0.7563737	-0.016955687	0.08872147	-1.0760509	-0.42991313	0.30366445	-0.2683157	-0.64326555	0.70762616	-0.60429573
-0.38372636	-0.35723868	0.7500454	-0.15653363	0.29647163	1.120799	0.4931345	1.1819016	0.16863765	0.10173968	-0.21523719	-0.11748779	-0.27451083	-0.2726146	-1.0147038	-0.5003686
0.37383232	0.29286364	1.0994173	-0.33802244	-0.8063391	1.3572325	0.61473066	0.9318824	0.29876292	0.36254406	-0.47287714	0.8674471	0.25171766	-0.5848284	-0.8723636	-0.37774193
0.49034014	-0.097860985	3.1745832	-0.21044822	0.09254596	1.2944472	0.8848024	1.0953659	-0.21320961	0.37443113	0.2709097	-0.13215733	0.16110967	0.40014726	-1.0594329	0.33940715
-1.1200678	0.67630047	1.7141172	-1.2837843	0.9702763	2.0322967	-1.1774533	0.3407177	-1.5625914	-0.13760863	0.80444646	-0.014357546	0.0465779	0.7246323	-2.0101316	-0.47353533
-0.16656908	1.9834405	0.98523486	-0.98659074	-0.110436566	2.0297396	0.4618576	0.48385373	0.12008892	-0.3639661	0.012028435	0.24468304	0.20957981	-0.50084895	-0.8092626	-0.014349861
-1.0209404	-0.17945516	-0.30326706	0.69114435	-0.06273092	1.1183171	-0.5502993	2.2400753	1.4443506	-0.34854037	-0.09580655	0.27419892	0.28604054	0.42770985	-2.2347825	0.0036793526
-0.562288	0.59673357	0.016039293	-0.3360734	0.29898232	1.5927604	0.2411589	1.3328032	0.14649391	0.1791331	0.0134183485	0.11547514	0.08481874	-0.17658494	-1.4602354	-0.658078
-0.3665168	1.0771633	0.6334035	-0.88666725	0.41061476	1.705585	0.78092176	1.2388133	-0.24775393	0.50375444	-0.27857655	0.16442803	0.050010394	0.17397721	-2.09284	-0.6389343
